Product Name,Division,Region,Ship Mode,Current Factory,Candidate Factory,IsCurrent,OrderCount,Sales,CurrentLeadTime,PredictedLeadTime,LeadTimeChangeDays,LeadTimeReductionPct,CurrentMargin,PredictedMargin,ProfitImpact
Wonka Bar - Fudge Mallows,Chocolate,Interior,Second Class,Lot's O' Nuts,Secret Factory,False,74,1051.2,5.19,2.5,-2.69,51.9,0.6667,0.7047,40.01
Wonka Bar - Fudge Mallows,Chocolate,Interior,Second Class,Lot's O' Nuts,The Other Factory,False,74,1051.2,5.19,2.16,-3.03,58.5,0.6667,0.7085,43.93
Wonka Bar - Fudge Mallows,Chocolate,Interior,Standard Class,Lot's O' Nuts,Lot's O' Nuts,True,258,3675.6,7.41,7.14,-0.26,3.5,0.6667,0.6684,6.45
Wonka Bar - Fudge Mallows,Chocolate,Interior,Standard Class,Lot's O' Nuts,Wicked Choccy's,False,258,3675.6,7.41,5.58,-1.83,24.7,0.6667,0.684,63.77
Wonka Bar - Fudge Mallows,Chocolate,Interior,Standard Class,Lot's O' Nuts,Sugar Shack,False,258,3675.6,7.41,5.72,-1.68,22.7,0.6667,0.6825,58.34
Wonka Bar - Fudge Mallows,Chocolate,Interior,Standard Class,Lot's O' Nuts,Secret Factory,False,258,3675.6,7.41,3.5,-3.9,52.7,0.6667,0.7024,131.38
Wonka Bar - Fudge Mallows,Chocolate,Interior,Standard Class,Lot's O' Nuts,The Other Factory,False,258,3675.6,7.41,2.93,-4.47,60.4,0.6667,0.7076,150.57
Wonka Bar - Fudge Mallows,Chocolate,Pacific,First Class,Lot's O' Nuts,Lot's O' Nuts,True,74,968.4,2.0,1.95,-0.04,2.1,0.6667,0.672,5.14
Wonka Bar - Fudge Mallows,Chocolate,Pacific,First Class,Lot's O' Nuts,Wicked Choccy's,False,74,968.4,2.0,4.85,2.85,-142.6,0.6667,0.534,-128.48
Wonka Bar - Fudge Mallows,Chocolate,Pacific,First Class,Lot's O' Nuts,Sugar Shack,False,74,968.4,2.0,3.44,1.44,-72.1,0.6667,0.6044,-60.34
Wonka Bar - Fudge Mallows,Chocolate,Pacific,First Class,Lot's O' Nuts,Secret Factory,False,74,968.4,2.0,3.92,1.92,-96.2,0.6667,0.589,-75.24
Wonka Bar - Fudge Mallows,Chocolate,Pacific,First Class,Lot's O' Nuts,The Other Factory,False,74,968.4,2.0,3.93,1.93,-96.7,0.6667,0.5809,-83.01
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Same Day,Lot's O' Nuts,Lot's O' Nuts,True,30,406.8,0.87,0.83,-0.04,4.3,0.6667,0.6695,1.13
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Same Day,Lot's O' Nuts,Wicked Choccy's,False,30,406.8,0.87,1.97,1.1,-127.3,0.6667,0.5174,-60.71
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Same Day,Lot's O' Nuts,Sugar Shack,False,30,406.8,0.87,1.35,0.48,-55.6,0.6667,0.5921,-30.33
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Same Day,Lot's O' Nuts,Secret Factory,False,30,406.8,0.87,1.57,0.7,-81.3,0.6667,0.5762,-36.78
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Same Day,Lot's O' Nuts,The Other Factory,False,30,406.8,0.87,1.62,0.75,-86.5,0.6667,0.5683,-40.0
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Second Class,Lot's O' Nuts,Lot's O' Nuts,True,121,1728.0,3.45,3.24,-0.21,6.0,0.6667,0.6718,8.86
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Second Class,Lot's O' Nuts,Wicked Choccy's,False,121,1728.0,3.45,7.79,4.34,-125.9,0.6667,0.54,-218.96
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Second Class,Lot's O' Nuts,Sugar Shack,False,121,1728.0,3.45,5.53,2.09,-60.5,0.6667,0.6092,-99.35
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Second Class,Lot's O' Nuts,Secret Factory,False,121,1728.0,3.45,6.21,2.76,-80.0,0.6667,0.5936,-126.27
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Second Class,Lot's O' Nuts,The Other Factory,False,121,1728.0,3.45,6.22,2.78,-80.5,0.6667,0.5853,-140.68
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Standard Class,Lot's O' Nuts,Lot's O' Nuts,True,344,4921.2,5.09,4.77,-0.33,6.4,0.6667,0.6717,24.99
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Standard Class,Lot's O' Nuts,Wicked Choccy's,False,344,4921.2,5.09,11.8,6.71,-131.8,0.6667,0.5491,-578.49
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Standard Class,Lot's O' Nuts,Sugar Shack,False,344,4921.2,5.09,8.02,2.93,-57.5,0.6667,0.6172,-243.26
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Standard Class,Lot's O' Nuts,Secret Factory,False,344,4921.2,5.09,8.86,3.76,-73.9,0.6667,0.6013,-321.9
Wonka Bar - Fudge Mallows,Chocolate,Pacific,Standard Class,Lot's O' Nuts,The Other Factory,False,344,4921.2,5.09,9.29,4.2,-82.5,0.6667,0.5923,-366.12
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,First Class,Wicked Choccy's,Lot's O' Nuts,False,84,848.25,2.3,4.62,2.32,-100.7,0.6492,0.55,-84.14
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,First Class,Wicked Choccy's,Wicked Choccy's,True,84,848.25,2.3,2.23,-0.07,2.9,0.6492,0.6505,1.1
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,First Class,Wicked Choccy's,Sugar Shack,False,84,848.25,2.3,3.15,0.85,-37.1,0.6492,0.6208,-24.12
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,First Class,Wicked Choccy's,Secret Factory,False,84,848.25,2.3,2.45,0.15,-6.7,0.6492,0.6468,-2.09
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,First Class,Wicked Choccy's,The Other Factory,False,84,848.25,2.3,2.54,0.24,-10.4,0.6492,0.6382,-9.35
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Same Day,Wicked Choccy's,Lot's O' Nuts,False,37,497.25,1.02,1.65,0.63,-61.5,0.6492,0.5516,-48.55
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Same Day,Wicked Choccy's,Wicked Choccy's,True,37,497.25,1.02,0.91,-0.12,11.5,0.6492,0.6512,0.98
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Same Day,Wicked Choccy's,Sugar Shack,False,37,497.25,1.02,1.27,0.25,-24.3,0.6492,0.6227,-13.17
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Same Day,Wicked Choccy's,Secret Factory,False,37,497.25,1.02,0.92,-0.11,10.7,0.6492,0.6497,0.26
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Same Day,Wicked Choccy's,The Other Factory,False,37,497.25,1.02,1.13,0.11,-10.5,0.6492,0.6407,-4.24
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Second Class,Wicked Choccy's,Lot's O' Nuts,False,105,1209.0,3.69,7.54,3.86,-104.6,0.6492,0.5507,-119.18
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Second Class,Wicked Choccy's,Wicked Choccy's,True,105,1209.0,3.69,3.53,-0.16,4.3,0.6492,0.651,2.08
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Second Class,Wicked Choccy's,Sugar Shack,False,105,1209.0,3.69,4.89,1.2,-32.6,0.6492,0.6209,-34.3
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Second Class,Wicked Choccy's,Secret Factory,False,105,1209.0,3.69,3.78,0.1,-2.6,0.6492,0.6468,-3.0
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Second Class,Wicked Choccy's,The Other Factory,False,105,1209.0,3.69,4.05,0.37,-9.9,0.6492,0.6384,-13.08
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Standard Class,Wicked Choccy's,Lot's O' Nuts,False,413,5037.5,5.83,11.51,5.67,-97.2,0.6492,0.5668,-415.09
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Standard Class,Wicked Choccy's,Wicked Choccy's,True,413,5037.5,5.83,5.73,-0.1,1.7,0.6492,0.651,8.95
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Standard Class,Wicked Choccy's,Sugar Shack,False,413,5037.5,5.83,7.15,1.32,-22.6,0.6492,0.6327,-83.38
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Standard Class,Wicked Choccy's,Secret Factory,False,413,5037.5,5.83,5.59,-0.24,4.2,0.6492,0.6526,17.05
Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Standard Class,Wicked Choccy's,The Other Factory,False,413,5037.5,5.83,6.52,0.69,-11.8,0.6492,0.6423,-35.07
Wonka Bar - Milk Chocolate,Chocolate,Gulf,First Class,Wicked Choccy's,Lot's O' Nuts,False,58,611.0,1.73,4.11,2.38,-137.4,0.6492,0.4683,-110.53
Wonka Bar - Milk Chocolate,Chocolate,Gulf,First Class,Wicked Choccy's,Wicked Choccy's,True,58,611.0,1.73,1.11,-0.62,35.7,0.6492,0.676,16.36
Wonka Bar - Milk Chocolate,Chocolate,Gulf,First Class,Wicked Choccy's,Sugar Shack,False,58,611.0,1.73,3.41,1.68,-96.9,0.6492,0.5341,-70.35
Wonka Bar - Milk Chocolate,Chocolate,Gulf,First Class,Wicked Choccy's,Secret Factory,False,58,611.0,1.73,2.26,0.52,-30.3,0.6492,0.6094,-24.33
Wonka Bar - Milk Chocolate,Chocolate,Gulf,First Class,Wicked Choccy's,The Other Factory,False,58,611.0,1.73,1.59,-0.14,8.2,0.6492,0.646,-1.99
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Same Day,Wicked Choccy's,Lot's O' Nuts,False,15,214.5,0.7,1.54,0.85,-121.0,0.6492,0.3913,-55.33
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Same Day,Wicked Choccy's,Wicked Choccy's,True,15,214.5,0.7,0.42,-0.28,40.3,0.6492,0.6929,9.36
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Same Day,Wicked Choccy's,Sugar Shack,False,15,214.5,0.7,1.34,0.64,-91.3,0.6492,0.4598,-40.62
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Same Day,Wicked Choccy's,Secret Factory,False,15,214.5,0.7,1.1,0.4,-57.3,0.6492,0.5546,-20.29
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Same Day,Wicked Choccy's,The Other Factory,False,15,214.5,0.7,0.77,0.07,-10.4,0.6492,0.6086,-8.72
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Second Class,Wicked Choccy's,Lot's O' Nuts,False,69,1040.0,2.65,6.52,3.87,-145.8,0.6492,0.4616,-195.15
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Second Class,Wicked Choccy's,Wicked Choccy's,True,69,1040.0,2.65,2.22,-0.43,16.2,0.6492,0.6764,28.29
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Second Class,Wicked Choccy's,Sugar Shack,False,69,1040.0,2.65,5.04,2.38,-89.9,0.6492,0.5251,-129.15
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Second Class,Wicked Choccy's,Secret Factory,False,69,1040.0,2.65,3.66,1.0,-37.8,0.6492,0.6035,-47.53
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Second Class,Wicked Choccy's,The Other Factory,False,69,1040.0,2.65,2.79,0.14,-5.2,0.6492,0.645,-4.43
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Standard Class,Wicked Choccy's,Lot's O' Nuts,False,191,2541.5,3.76,9.57,5.81,-154.5,0.6492,0.4544,-495.05
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Standard Class,Wicked Choccy's,Wicked Choccy's,True,191,2541.5,3.76,2.96,-0.8,21.3,0.6492,0.6792,76.27
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Standard Class,Wicked Choccy's,Sugar Shack,False,191,2541.5,3.76,7.66,3.9,-103.8,0.6492,0.5221,-322.99
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Standard Class,Wicked Choccy's,Secret Factory,False,191,2541.5,3.76,5.28,1.52,-40.6,0.6492,0.6008,-123.01
Wonka Bar - Milk Chocolate,Chocolate,Gulf,Standard Class,Wicked Choccy's,The Other Factory,False,191,2541.5,3.76,3.98,0.22,-5.8,0.6492,0.6398,-24.04
Wonka Bar - Milk Chocolate,Chocolate,Interior,First Class,Wicked Choccy's,Lot's O' Nuts,False,72,848.25,2.69,3.13,0.44,-16.4,0.6492,0.6445,-3.98
Wonka Bar - Milk Chocolate,Chocolate,Interior,First Class,Wicked Choccy's,Wicked Choccy's,True,72,848.25,2.69,2.42,-0.27,10.2,0.6492,0.6563,6.02
Wonka Bar - Milk Chocolate,Chocolate,Interior,First Class,Wicked Choccy's,Sugar Shack,False,72,848.25,2.69,2.47,-0.23,8.4,0.6492,0.655,4.93
Wonka Bar - Milk Chocolate,Chocolate,Interior,First Class,Wicked Choccy's,Secret Factory,False,72,848.25,2.69,1.75,-0.94,35.0,0.6492,0.6784,24.72
Wonka Bar - Milk Chocolate,Chocolate,Interior,First Class,Wicked Choccy's,The Other Factory,False,72,848.25,2.69,1.35,-1.34,49.9,0.6492,0.6875,32.42
Wonka Bar - Milk Chocolate,Chocolate,Interior,Same Day,Wicked Choccy's,Lot's O' Nuts,False,25,253.5,1.19,1.27,0.08,-7.1,0.6492,0.6392,-2.54
Wonka Bar - Milk Chocolate,Chocolate,Interior,Same Day,Wicked Choccy's,Wicked Choccy's,True,25,253.5,1.19,1.08,-0.1,8.7,0.6492,0.6571,2.0
Wonka Bar - Milk Chocolate,Chocolate,Interior,Same Day,Wicked Choccy's,Sugar Shack,False,25,253.5,1.19,1.09,-0.1,8.5,0.6492,0.658,2.22
Wonka Bar - Milk Chocolate,Chocolate,Interior,Same Day,Wicked Choccy's,Secret Factory,False,25,253.5,1.19,0.8,-0.38,32.4,0.6492,0.6834,8.67
Wonka Bar - Milk Chocolate,Chocolate,Interior,Same Day,Wicked Choccy's,The Other Factory,False,25,253.5,1.19,0.75,-0.43,36.6,0.6492,0.6883,9.89
Wonka Bar - Milk Chocolate,Chocolate,Interior,Second Class,Wicked Choccy's,Lot's O' Nuts,False,96,1231.75,4.22,4.88,0.66,-15.5,0.6492,0.6342,-18.48
Wonka Bar - Milk Chocolate,Chocolate,Interior,Second Class,Wicked Choccy's,Wicked Choccy's,True,96,1231.75,4.22,3.83,-0.4,9.4,0.6492,0.6569,9.41
Wonka Bar - Milk Chocolate,Chocolate,Interior,Second Class,Wicked Choccy's,Sugar Shack,False,96,1231.75,4.22,3.83,-0.39,9.3,0.6492,0.6552,7.4
Wonka Bar - Milk Chocolate,Chocolate,Interior,Second Class,Wicked Choccy's,Secret Factory,False,96,1231.75,4.22,2.64,-1.58,37.5,0.6492,0.6831,41.72
Wonka Bar - Milk Chocolate,Chocolate,Interior,Second Class,Wicked Choccy's,The Other Factory,False,96,1231.75,4.22,2.16,-2.07,48.9,0.6492,0.6893,49.33
Wonka Bar - Milk Chocolate,Chocolate,Interior,Standard Class,Wicked Choccy's,Lot's O' Nuts,False,306,3740.75,6.22,7.34,1.13,-18.2,0.6492,0.6344,-55.51
Wonka Bar - Milk Chocolate,Chocolate,Interior,Standard Class,Wicked Choccy's,Wicked Choccy's,True,306,3740.75,6.22,5.58,-0.64,10.2,0.6492,0.6576,31.2
Wonka Bar - Milk Chocolate,Chocolate,Interior,Standard Class,Wicked Choccy's,Sugar Shack,False,306,3740.75,6.22,5.58,-0.64,10.2,0.6492,0.6573,30.27
Wonka Bar - Milk Chocolate,Chocolate,Interior,Standard Class,Wicked Choccy's,Secret Factory,False,306,3740.75,6.22,3.32,-2.9,46.6,0.6492,0.6851,134.04
Wonka Bar - Milk Chocolate,Chocolate,Interior,Standard Class,Wicked Choccy's,The Other Factory,False,306,3740.75,6.22,2.93,-3.28,52.8,0.6492,0.6888,148.19
Wonka Bar - Milk Chocolate,Chocolate,Pacific,First Class,Wicked Choccy's,Lot's O' Nuts,False,99,1218.75,4.83,1.95,-2.87,59.5,0.6492,0.6887,48.12
Wonka Bar - Milk Chocolate,Chocolate,Pacific,First Class,Wicked Choccy's,Wicked Choccy's,True,99,1218.75,4.83,4.85,0.02,-0.4,0.6492,0.6496,0.48
Wonka Bar - Milk Chocolate,Chocolate,Pacific,First Class,Wicked Choccy's,Sugar Shack,False,99,1218.75,4.83,3.28,-1.55,32.0,0.6492,0.6704,25.76
Wonka Bar - Milk Chocolate,Chocolate,Pacific,First Class,Wicked Choccy's,Secret Factory,False,99,1218.75,4.83,3.78,-1.05,21.7,0.6492,0.6657,20.11
Wonka Bar - Milk Chocolate,Chocolate,Pacific,First Class,Wicked Choccy's,The Other Factory,False,99,1218.75,4.83,3.93,-0.9,18.6,0.6492,0.6632,17.01
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Same Day,Wicked Choccy's,Lot's O' Nuts,False,31,354.25,1.97,0.85,-1.12,57.0,0.6492,0.6869,13.36
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Same Day,Wicked Choccy's,Wicked Choccy's,True,31,354.25,1.97,1.97,0.0,-0.0,0.6492,0.6497,0.18
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Same Day,Wicked Choccy's,Sugar Shack,False,31,354.25,1.97,1.11,-0.86,43.7,0.6492,0.6715,7.89
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Same Day,Wicked Choccy's,Secret Factory,False,31,354.25,1.97,1.55,-0.42,21.1,0.6492,0.6661,5.99
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Same Day,Wicked Choccy's,The Other Factory,False,31,354.25,1.97,1.52,-0.45,23.0,0.6492,0.6631,4.9
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Second Class,Wicked Choccy's,Lot's O' Nuts,False,133,1784.25,7.92,3.39,-4.54,57.3,0.6492,0.6884,69.87
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Second Class,Wicked Choccy's,Wicked Choccy's,True,133,1784.25,7.92,7.79,-0.13,1.7,0.6492,0.6498,0.96
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Second Class,Wicked Choccy's,Sugar Shack,False,133,1784.25,7.92,5.44,-2.48,31.3,0.6492,0.6706,38.1
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Second Class,Wicked Choccy's,Secret Factory,False,133,1784.25,7.92,6.06,-1.87,23.6,0.6492,0.6658,29.62
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Second Class,Wicked Choccy's,The Other Factory,False,133,1784.25,7.92,6.22,-1.7,21.4,0.6492,0.6632,24.95
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Standard Class,Wicked Choccy's,Lot's O' Nuts,False,403,5437.25,11.81,4.47,-7.34,62.1,0.6492,0.6892,217.27
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Standard Class,Wicked Choccy's,Wicked Choccy's,True,403,5437.25,11.81,11.8,-0.01,0.1,0.6492,0.6497,2.38
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Standard Class,Wicked Choccy's,Sugar Shack,False,403,5437.25,11.81,8.02,-3.79,32.1,0.6492,0.6702,114.13
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Standard Class,Wicked Choccy's,Secret Factory,False,403,5437.25,11.81,8.85,-2.96,25.0,0.6492,0.6658,89.84
Wonka Bar - Milk Chocolate,Chocolate,Pacific,Standard Class,Wicked Choccy's,The Other Factory,False,403,5437.25,11.81,9.29,-2.52,21.3,0.6492,0.6633,76.62
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,First Class,Lot's O' Nuts,Lot's O' Nuts,True,79,1204.05,4.65,4.6,-0.05,1.0,0.7135,0.7135,-0.0
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,First Class,Lot's O' Nuts,Wicked Choccy's,False,79,1204.05,4.65,2.22,-2.44,52.4,0.7135,0.7422,34.59
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,First Class,Lot's O' Nuts,Sugar Shack,False,79,1204.05,4.65,3.14,-1.51,32.5,0.7135,0.7334,24.0
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,First Class,Lot's O' Nuts,Secret Factory,False,79,1204.05,4.65,2.44,-2.21,47.5,0.7135,0.741,33.12
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,First Class,Lot's O' Nuts,The Other Factory,False,79,1204.05,4.65,2.49,-2.16,46.5,0.7135,0.7387,30.35
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Same Day,Lot's O' Nuts,Lot's O' Nuts,True,33,380.41,1.85,1.67,-0.18,9.8,0.7135,0.7136,0.06
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Same Day,Lot's O' Nuts,Wicked Choccy's,False,33,380.41,1.85,1.11,-0.74,40.2,0.7135,0.7402,10.17
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Same Day,Lot's O' Nuts,Sugar Shack,False,33,380.41,1.85,1.29,-0.55,30.0,0.7135,0.7351,8.24
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Same Day,Lot's O' Nuts,Secret Factory,False,33,380.41,1.85,0.92,-0.93,50.2,0.7135,0.7419,10.81
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Same Day,Lot's O' Nuts,The Other Factory,False,33,380.41,1.85,1.16,-0.69,37.4,0.7135,0.7382,9.41
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Second Class,Lot's O' Nuts,Lot's O' Nuts,True,91,1238.95,7.67,7.54,-0.13,1.7,0.7135,0.7135,-0.01
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Second Class,Lot's O' Nuts,Wicked Choccy's,False,91,1238.95,7.67,3.75,-3.93,51.2,0.7135,0.7416,34.83
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Second Class,Lot's O' Nuts,Sugar Shack,False,91,1238.95,7.67,4.89,-2.78,36.3,0.7135,0.7335,24.83
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Second Class,Lot's O' Nuts,Secret Factory,False,91,1238.95,7.67,3.84,-3.83,49.9,0.7135,0.7405,33.53
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Second Class,Lot's O' Nuts,The Other Factory,False,91,1238.95,7.67,4.1,-3.57,46.6,0.7135,0.738,30.42
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Standard Class,Lot's O' Nuts,Lot's O' Nuts,True,287,3657.52,11.42,11.51,0.08,-0.7,0.7135,0.7135,0.16
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Standard Class,Lot's O' Nuts,Wicked Choccy's,False,287,3657.52,11.42,5.45,-5.97,52.3,0.7135,0.7415,102.54
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,False,287,3657.52,11.42,7.15,-4.27,37.4,0.7135,0.7337,74.18
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Standard Class,Lot's O' Nuts,Secret Factory,False,287,3657.52,11.42,5.55,-5.87,51.4,0.7135,0.7408,100.07
Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,False,287,3657.52,11.42,6.11,-5.31,46.5,0.7135,0.7382,90.4
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,First Class,Lot's O' Nuts,Lot's O' Nuts,True,40,464.17,3.88,3.91,0.03,-0.7,0.7135,0.7138,0.16
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,First Class,Lot's O' Nuts,Wicked Choccy's,False,40,464.17,3.88,1.11,-2.77,71.3,0.7135,0.7509,17.38
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,First Class,Lot's O' Nuts,Sugar Shack,False,40,464.17,3.88,3.13,-0.76,19.5,0.7135,0.7242,4.96
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,First Class,Lot's O' Nuts,Secret Factory,False,40,464.17,3.88,2.26,-1.63,41.9,0.7135,0.7386,11.66
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,First Class,Lot's O' Nuts,The Other Factory,False,40,464.17,3.88,1.59,-2.3,59.1,0.7135,0.7471,15.61
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Same Day,Lot's O' Nuts,Lot's O' Nuts,True,15,237.32,1.47,1.51,0.04,-2.9,0.7135,0.7137,0.05
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Same Day,Lot's O' Nuts,Wicked Choccy's,False,15,237.32,1.47,0.49,-0.98,66.7,0.7135,0.7505,8.79
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Same Day,Lot's O' Nuts,Sugar Shack,False,15,237.32,1.47,1.4,-0.07,4.7,0.7135,0.7245,2.62
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Same Day,Lot's O' Nuts,Secret Factory,False,15,237.32,1.47,0.89,-0.58,39.3,0.7135,0.739,6.07
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Same Day,Lot's O' Nuts,The Other Factory,False,15,237.32,1.47,0.72,-0.74,50.7,0.7135,0.7474,8.05
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Second Class,Lot's O' Nuts,Lot's O' Nuts,True,65,830.62,6.41,6.51,0.1,-1.6,0.7135,0.7138,0.32
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Second Class,Lot's O' Nuts,Wicked Choccy's,False,65,830.62,6.41,2.09,-4.32,67.3,0.7135,0.7516,31.71
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Second Class,Lot's O' Nuts,Sugar Shack,False,65,830.62,6.41,5.23,-1.18,18.4,0.7135,0.7258,10.21
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Second Class,Lot's O' Nuts,Secret Factory,False,65,830.62,6.41,3.62,-2.8,43.6,0.7135,0.7396,21.68
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Second Class,Lot's O' Nuts,The Other Factory,False,65,830.62,6.41,2.76,-3.66,57.0,0.7135,0.7464,27.33
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Standard Class,Lot's O' Nuts,Lot's O' Nuts,True,176,2265.01,9.79,9.57,-0.22,2.2,0.7135,0.7139,0.88
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Standard Class,Lot's O' Nuts,Wicked Choccy's,False,176,2265.01,9.79,2.74,-7.05,72.0,0.7135,0.7528,89.08
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Standard Class,Lot's O' Nuts,Sugar Shack,False,176,2265.01,9.79,7.66,-2.13,21.7,0.7135,0.7249,25.8
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Standard Class,Lot's O' Nuts,Secret Factory,False,176,2265.01,9.79,5.28,-4.5,46.0,0.7135,0.7385,56.78
Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Standard Class,Lot's O' Nuts,The Other Factory,False,176,2265.01,9.79,3.98,-5.81,59.4,0.7135,0.7458,73.21
Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,First Class,Lot's O' Nuts,Lot's O' Nuts,True,55,722.43,3.18,3.13,-0.05,1.6,0.7135,0.7147,0.88
Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,First Class,Lot's O' Nuts,Wicked Choccy's,False,55,722.43,3.18,2.42,-0.76,23.8,0.7135,0.7276,10.22
